"","State.x","FIPS","County.x","Age65AndOlderPct2020","AsianNonHispanicPct2020","BlackNonHispanicPct2020","HispanicPct2020","MultipleRacePct2020","NativeAmericanNonHispanicPct2020","Under18Pct2020","WhiteNonHispanicPct2020","AsianHomelessVetPct","BlackHomelessVetPct","HispanicHomelessVetPct","MultiHomelessVetPct","NativeAmHomelessVetPct"
"25","AK",2198,"Prince of Wales-Hyder",18.65113854,0.434555884,0.365026942,2.781157657,11.43751086,43.95967321,23.81366244,41.16113332,0.04,0.523809523809524,0.05,0.013677811550152,0.00909450375642546
"26","AK",2220,"Sitka ",16.55237645,6.774651218,0.437455663,5.923386143,14.15228186,14.25869,20.6195318,59.70678647,0.00174520069808028,0.297297297297297,0.0159680638722555,0.0075187969924812,0.0190713101160862
"27","AK",2230,"Skagway",15.08064516,3.14516129,0.483870968,3.306451613,6.451612903,1.85483871,19.91935484,85.16129032,0.0256410256410256,1.83333333333333,0.195121951219512,0.1125,1
"28","AK",2240,"Southeast Fairbanks",15.46709753,1.277908343,0.998824912,5.522914219,8.695652174,11.67743831,23.28143361,73.34018801,0.0114942528735632,0.161764705882353,0.0212765957446809,0.0152027027027027,0.0289308176100629
"29","AK",2275,"Wrangell ",25.24682652,1.175364363,0,3.573107663,15.89092619,17.30136342,19.7461213,63.04654443,0.04,Inf,0.105263157894737,0.0266272189349112,0.0625
"30","AK",2282,"Yakutat ",19.33534743,4.833836858,0.302114804,4.380664653,17.82477341,37.76435045,19.33534743,37.46223565,0.03125,5.5,0.275862068965517,0.076271186440678,0.092
"31","AK",2290,"Yukon-Koyukuk",16.03967808,0.149728617,0.112296463,1.347557552,6.269885832,71.45798241,26.67040988,20.98072244,0.125,1.83333333333333,0.111111111111111,0.026865671641791,0.00602409638554217
"32","AL",1000,"Alabama",17.20969317,1.511022776,25.63868368,5.255420728,5.11422634,0.460145625,22.03526118,63.12051938,0,0.00012886607942032,1.89360227535249e-05,3.11340984538028e-05,4.32544660236169e-05
"33","AL",1001,"Autauga",15.67383726,1.484567639,19.30448091,3.600034011,5.368591106,0.312898563,24.28705042,70.71167418,0,0.0146229739252995,0.00236183278223902,0.00253405131453912,0.00543478260869565
"34","AL",1003,"Baldwin",20.93352375,0.875448187,7.766852054,5.473600642,6.482372383,0.557024943,21.26963718,80.46658929,0,0.00922170990500528,0.000394135267223711,0.00053248136315229,0.000774593338497289
"35","AL",1005,"Barbour",19.67648575,0.408357452,46.9809301,5.986599532,2.775244816,0.229948856,20.17602981,43.95194862,0,0.0140084388185654,0.0033112582781457,0.0114285714285714,0.0172413793103448
"36","AL",1007,"Bibb",16.56573812,0.116628538,19.69228009,3.319427623,3.40465617,0.174942807,21.3519939,73.75409321,0,0.0378132118451025,0.00675675675675676,0.0105401844532279,0.0256410256410256
"37","AL",1009,"Blount",18.46315149,0.294246965,1.396827544,9.75919099,6.182568404,0.317922008,23.22014408,84.15463185,0,0.200968523002421,0.000866400970369087,0.00218818380743982,0.00531914893617021
"38","AL",1011,"Bullock",17.05126967,0.08689775,71.3333977,4.856618712,2.394515786,0.009655306,19.32026649,22.02375205,0,0.0224688684353005,0.0099403578528827,0.032258064516129,1
"39","AL",1013,"Butler",20.67083093,0.750616766,44.03443389,1.364757755,3.081203086,0.120728571,21.77313527,50.80573198,0,0.0197878173799023,0.0192307692307692,0.0136286201022147,0.0434782608695652
"40","AL",1015,"Calhoun",17.96961551,0.99964789,21.78356421,4.302608188,5.177729494,0.331498355,20.74183492,68.29123762,0,0.0065444510151784,0.000998003992015968,0.00132691988721181,0.00259067357512953
"41","AL",1017,"Chambers",20.00747728,1.1072127,38.65466467,3.557460025,3.479811342,0.204187277,20.07649833,53.53732889,0,0.0123502715571758,0.00404203718674212,0.00661157024793388,0.0140845070422535
"42","AL",1019,"Cherokee",23.54731489,0.220255496,3.952584999,1.601858155,3.684273758,0.436506347,19.23030716,90.3568139,0,0.168186423505572,0.0125,0.00869565217391304,0.00917431192660551
"43","AL",1021,"Chilton",16.96805438,0.39098947,8.97498556,9.814724308,4.449726752,0.248811481,23.61265384,77.48256098,0,0.0410891089108911,0.00113173381620643,0.00399400898652022,0.00892857142857143
"44","AL",1023,"Choctaw",23.22147651,0.150019739,41.19226214,0.892222661,2.052901698,0.189498618,19.71575207,55.57836557,0,0.0318190530956488,0.0442477876106195,0.0307692307692308,0.0416666666666667
"45","AL",1025,"Clarke",20.22783385,0.394161216,44.28033092,0.892277039,2.390955949,0.320526703,20.95551609,51.84735999,0,0.0162378949427761,0.0242718446601942,0.0144927536231884,0.0135135135135135
"46","AL",1027,"Clay",20.7923574,0.323124473,13.64147232,3.153975836,4.179544816,0.316100028,20.63079517,79.10227592,0,0.0854788877445932,0.0111358574610245,0.0134453781512605,0.0222222222222222
"47","AL",1029,"Cleburne",19.79941552,0.139479277,3.03533475,1.88629118,3.759298618,0.278958555,22.82146652,91.25929862,0,0.363238512035011,0.0176056338028169,0.0141342756183746,0.0238095238095238
"48","AL",1031,"Coffee",17.09716637,1.668381184,16.16571589,9.140559244,7.6816609,0.75750491,23.73702422,66.88300758,0,0.0192062941108411,0.0010231225700839,0.00194789383978573,0.00246913580246914
"49","AL",1033,"Colbert",19.93464623,0.754888427,16.114771,3.026543415,4.712810387,0.389676202,21.22948958,75.56048718,0,0.0180004337453915,0.00288683602771363,0.00296625880608083,0.00448430493273543
"50","AL",1035,"Conecuh",23.29912909,0.284556351,43.9423989,2.207467448,3.181857377,0.6122273,20.00517375,50.31473657,0,0.032574568288854,0.01953125,0.021680216802168,0.0140845070422535
"51","AL",1037,"Coosa",23.97227303,0.077019351,28.88225667,1.935111197,3.408106287,0.240685472,17.1753153,65.53384038,0,0.0553333333333333,0.0248756218905473,0.0225988700564972,0.04
"52","AL",1039,"Covington",21.25898323,0.638807559,12.14532872,1.740750599,3.838168752,0.372637743,21.78067607,81.5996806,0,0.0363795748411133,0.00764525993883792,0.00554785020804438,0.00714285714285714
"53","AL",1041,"Crenshaw",19.36486282,0.629073821,23.38184023,1.417310899,3.630438078,0.363801728,21.47946036,70.7366985,0,0.0538087520259319,0.0267379679144385,0.0167014613778706,0.0208333333333333
"54","AL",1043,"Cullman",18.57373728,0.59408645,1.040220336,4.718548699,5.300116086,0.326633738,22.3362848,89.11069128,0,0.181619256017505,0.00120598166907863,0.00171784410564741,0.00348432055749129
"55","AL",1045,"Dale",17.29513847,1.313708795,20.47601671,6.59692657,6.933463082,0.43993026,22.86420954,66.09496006,0,0.0164356435643564,0.00153657037492317,0.00233918128654971,0.00460829493087558
"56","AL",1047,"Dallas",18.8913733,0.376995476,69.71036348,0.769590765,2.095574853,0.145598253,23.00712391,26.94347668,0,0.00619125764583023,0.0168918918918919,0.00992555831265509,0.0178571428571429
"57","AL",1049,"DeKalb",17.38911853,0.330968607,1.42302536,16.40040219,6.569098425,0.998491789,24.70115071,76.14931293,0,0.162904808635918,0.00042574931880109,0.00170068027210884,0.0013986013986014
"58","AL",1051,"Elmore",15.83141048,0.76042602,20.60311218,3.174693386,4.820578106,0.306898394,21.56472714,71.08676131,0,0.00915811541432197,0.00179018976011457,0.00188634755953784,0.0037037037037037
"59","AL",1053,"Escambia",18.17612972,0.293821585,29.71406807,2.043148244,4.382838643,4.048208505,22.25970563,59.86342737,0,0.0151986815601538,0.0066577896138482,0.00496585971446307,0.000672043010752688
"60","AL",1055,"Etowah",19.09199892,0.890405661,14.50075409,4.732394911,5.082369775,0.320971422,21.57372675,75.14888433,0,0.0110674044936329,0.00102145045965271,0.0015217804831653,0.00301204819277108
"61","AL",1057,"Fayette",21.43863734,0.300226702,10.53856994,2.426321917,3.958090803,0.263464249,21.62857668,83.03412781,0,0.0965116279069767,0.0126262626262626,0.0123839009287926,0.0232558139534884
"62","AL",1059,"Franklin",16.79070781,0.208638246,3.546850185,19.490549,4.95749385,0.39859247,25.47877806,73.43132065,0,0.145741878841089,0.000798849656494648,0.0050251256281407,0.0078125
"63","AL",1061,"Geneva",20.58216737,0.322592745,8.368655989,4.861397652,5.697888143,0.62267902,21.90254698,81.22585243,0,0.0744060959211116,0.00385802469135802,0.00526662277814352,0.00602409638554217
"64","AL",1063,"Greene",23.49288486,0.090556274,80.55627426,0.789133247,1.785252264,0.064683053,21.47477361,16.62354463,0,0.026658101814678,0.0819672131147541,0.0579710144927536,0.2
"65","AL",1065,"Hale",19.60771052,0.121745012,56.22590463,1.007778154,2.056137978,0.2299628,22.33344606,40.39228948,0,0.0199687236857933,0.0335570469798658,0.0263157894736842,0.0294117647058824
"66","AL",1067,"Henry",22.97328823,0.425755278,24.68214161,1.947976204,3.977604106,0.291613204,20.44208562,69.06567129,0,0.0392249527410208,0.0149700598802395,0.0117302052785924,0.02
"67","AL",1069,"Houston",18.09481166,1.175351206,26.33532956,4.179959329,5.215387773,0.299434712,22.90628906,63.66578982,0,0.00587985264947577,0.00111582236108012,0.00143087104274727,0.00311526479750779
"68","AL",1071,"Jackson",20.50818768,0.4070066,3.088685597,3.197093897,6.759352593,1.293291999,20.56144088,85.81943361,0,0.102216748768473,0.00297441998810232,0.00225098480585256,0.00147058823529412
"69","AL",1073,"Jefferson",16.18016928,1.933095309,41.5152337,5.165987127,4.290514153,0.178888756,21.88074775,48.05719697,0,0.000592620094819215,0.000143447326141841,0.000276348060382051,0.000828500414250207
"70","AL",1075,"Lamar",21.8866304,0.042943029,10.17034068,1.488691669,3.163469797,0.200400802,21.1351274,85.3421128,0,0.116819141449683,0.0240384615384615,0.0180995475113122,0.0357142857142857
"71","AL",1077,"Lauderdale",20.23855329,0.799452781,9.794365354,3.289726818,4.764653072,0.315292206,19.93929289,81.75259715,0,0.0181143605412484,0.00162443144899285,0.00179452669358457,0.00338983050847458
"72","AL",1079,"Lawrence",18.77966922,0.253983612,9.983974844,2.706134914,8.689867868,4.354004777,21.75490581,74.72560699,0,0.0502725620835857,0.00558659217877095,0.00278357689631176,0.000694444444444444
"73","AL",1081,"Lee",12.53493724,4.903553125,22.52741892,5.242738506,5.289225842,0.209479973,21.69236862,63.01329767,0,0.00422908386833792,0.000547345374931582,0.000868055555555556,0.00273972602739726
"74","AL",1083,"Limestone",15.2795211,1.792990248,12.72279618,6.998165492,6.454571787,0.442212996,23.02983489,73.08293908,0,0.0125977081277984,0.000689845474613687,0.00119670905011219,0.00218340611353712
"75","AL",1085,"Lowndes",19.53253807,0.145475706,69.33372127,1.357773252,2.182135583,0.087285423,19.66831539,27.2233537,0,0.0232200307735348,0.0357142857142857,0.0355555555555556,0.111111111111111
"76","AL",1087,"Macon",20.68912554,0.378865452,78.81937334,1.848249027,2.5599017,0.245750563,16.92607004,16.31681343,0,0.0107827216628776,0.0138504155124654,0.016,0.0208333333333333
"77","AL",1089,"Madison",15.15304532,2.62241951,23.46471623,6.424270842,7.571498868,0.549267943,21.64352717,61.18643937,0,0.00182259357261279,0.000200513314084055,0.000272210691074892,0.000469043151969981
"78","AL",1091,"Marengo",20.02277079,0.279459711,52.44009729,1.90446618,2.189101071,0.031051079,22.09801791,43.34213114,0,0.0163821178328234,0.0135869565217391,0.0189125295508274,0.166666666666667
"79","AL",1093,"Marion",21.0388194,0.25561501,3.728570942,2.941276712,4.47496677,0.279472411,20.71163219,88.93016598,0,0.151736745886654,0.00579374275782155,0.00609291698400609,0.0121951219512195
"80","AL",1095,"Marshall",16.97742081,0.593164775,2.349096423,16.04106053,6.693849117,0.428226038,24.67114699,76.49264435,0,0.072394243349324,0.000319325584365819,0.0012243648607285,0.00239234449760766
"81","AL",1097,"Mobile",16.57558057,2.052751989,35.06071469,3.236429296,4.853076958,0.902343006,22.99419733,54.65238218,0,0.00114140337607866,0.00037243947858473,0.000397397049326909,0.000267165375367352
"82","AL",1099,"Monroe",20.99433542,0.445073842,41.74084564,1.04693506,3.150920494,1.421201699,21.2927372,52.26583047,0,0.0201138979764934,0.0241545893719807,0.0128410914927769,0.00355871886120996
